#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
VIP	TSHR	1854549	1847934	9606.ENSP00000356213	9606.ENSP00000298171	0	0	0	0	0	0	0.900	0.194	0.915
GNAT3	SST	1858594	1847077	9606.ENSP00000381339	9606.ENSP00000287641	0	0	0	0	0.051	0	0.900	0.184	0.915
NTSR1	UTS2	1855276	1842225	9606.ENSP00000359532	9606.ENSP00000054668	0	0	0	0	0.044	0	0.900	0.183	0.915
SLC18A3	SLC17A7	1856047	1842841	9606.ENSP00000363229	9606.ENSP00000221485	0	0	0	0	0.057	0	0.800	0.582	0.914
GRM4	SST	1856056	1847077	9606.ENSP00000363296	9606.ENSP00000287641	0	0	0	0	0.053	0	0.900	0.171	0.914
AGTR2	NTS	1855573	1844400	9606.ENSP00000360973	9606.ENSP00000256010	0	0	0	0	0.053	0	0.900	0.173	0.914
MUC5AC	MUC6	1862009	1860626	9606.ENSP00000435591	9606.ENSP00000406861	0	0	0	0.857	0.055	0	0.900	0.922	0.914
GABRQ	GABRA4	1855216	1845523	9606.ENSP00000359329	9606.ENSP00000264318	0	0	0	0.778	0.053	0.104	0.900	0.371	0.914
UGT2A1	AKR1C4	1859306	1845293	9606.ENSP00000387888	9606.ENSP00000263126	0	0	0	0	0.080	0	0.900	0.141	0.914
UGT1A8	CYP2A13	1855905	1851501	9606.ENSP00000362549	9606.ENSP00000332679	0.055	0	0	0	0	0	0.900	0.160	0.913
GCG	NTSR1	1859292	1855276	9606.ENSP00000387662	9606.ENSP00000359532	0	0	0	0	0	0	0.900	0.170	0.913
GRM3	MCHR2	1854350	1846744	9606.ENSP00000355316	9606.ENSP00000281806	0	0	0	0	0.102	0.062	0.900	0.092	0.913
PCDH15	USH1C	1854263	1842127	9606.ENSP00000354950	9606.ENSP00000005226	0	0	0	0	0.050	0.173	0	0.898	0.913
ADRA1B	TRH	1848870	1848532	9606.ENSP00000306662	9606.ENSP00000303452	0	0	0	0	0	0.066	0.900	0.144	0.913
MMP9	PRSS1	1855661	1849102	9606.ENSP00000361405	9606.ENSP00000308720	0	0	0	0	0	0	0.900	0.174	0.913
VIP	MC4R	1854549	1848101	9606.ENSP00000356213	9606.ENSP00000299766	0	0	0	0	0	0	0.900	0.171	0.913
GRM4	NPY5R	1856056	1852206	9606.ENSP00000363296	9606.ENSP00000339377	0	0	0	0	0.053	0.062	0.900	0.145	0.913
UGT2B11	AKR1C4	1859293	1845293	9606.ENSP00000387683	9606.ENSP00000263126	0	0	0	0	0.050	0	0.900	0.158	0.913
BRS3	TRH	1855318	1848532	9606.ENSP00000359682	9606.ENSP00000303452	0	0	0	0	0	0.066	0.900	0.135	0.912
GIP	ISL1	1853529	1843262	9606.ENSP00000350005	9606.ENSP00000230658	0	0	0	0	0	0	0.900	0.162	0.912
TAS2R1	SST	1857537	1847077	9606.ENSP00000371932	9606.ENSP00000287641	0	0	0	0	0	0	0.900	0.157	0.912
CHRM1	CHRNA1	1848849	1844839	9606.ENSP00000306490	9606.ENSP00000261007	0	0	0	0	0.052	0	0.900	0.153	0.912
SSTR5	GAL	1847454	1845782	9606.ENSP00000293897	9606.ENSP00000265643	0	0	0	0	0.052	0	0.900	0.152	0.912
AGTR2	TRH	1855573	1848532	9606.ENSP00000360973	9606.ENSP00000303452	0	0	0	0	0	0.066	0.900	0.141	0.912
BRS3	NTS	1855318	1844400	9606.ENSP00000359682	9606.ENSP00000256010	0	0	0	0	0	0	0.900	0.165	0.912
MUC5AC	WBSCR17	1862009	1851171	9606.ENSP00000435591	9606.ENSP00000329654	0	0	0	0	0	0	0.900	0.157	0.912
CNR2	AGTR2	1856124	1855573	9606.ENSP00000363596	9606.ENSP00000360973	0	0	0	0	0	0	0.900	0.150	0.911
UGT2B11	CYP2A13	1859293	1851501	9606.ENSP00000387683	9606.ENSP00000332679	0.055	0	0	0	0.045	0	0.900	0.133	0.911
GCG	EDN3	1859292	1851964	9606.ENSP00000387662	9606.ENSP00000337128	0	0	0	0	0	0	0.900	0.152	0.911
GAL3ST1	NEU2	1852673	1843371	9606.ENSP00000343234	9606.ENSP00000233840	0	0	0	0	0	0	0.900	0.148	0.911
NPY5R	SST	1852206	1847077	9606.ENSP00000339377	9606.ENSP00000287641	0	0	0	0	0.056	0	0.900	0.141	0.911
GRM3	NPY5R	1854350	1852206	9606.ENSP00000355316	9606.ENSP00000339377	0	0	0	0	0.055	0.062	0.900	0.118	0.911
GRM3	SST	1854350	1847077	9606.ENSP00000355316	9606.ENSP00000287641	0	0	0	0	0.070	0	0.900	0.127	0.911
GNAT3	GRM3	1858594	1854350	9606.ENSP00000381339	9606.ENSP00000355316	0	0	0	0	0.056	0	0.900	0.140	0.911
CD19	NCAM1	1862074	1850053	9606.ENSP00000437940	9606.ENSP00000318472	0	0	0	0	0.061	0	0	0.910	0.911
MCHR2	NTS	1846744	1844400	9606.ENSP00000281806	9606.ENSP00000256010	0	0	0	0	0	0	0.900	0.147	0.911
GABRQ	GABRA5	1855216	1851869	9606.ENSP00000359329	9606.ENSP00000335592	0	0	0	0.816	0.053	0.104	0.900	0.250	0.911
UTS2R	MCHR2	1850551	1846744	9606.ENSP00000323516	9606.ENSP00000281806	0	0	0	0.688	0	0	0.900	0.387	0.911
GRM4	MCHR2	1856056	1846744	9606.ENSP00000363296	9606.ENSP00000281806	0	0	0	0	0.045	0.062	0.900	0.133	0.911
GRM3	SSTR1	1854350	1845937	9606.ENSP00000355316	9606.ENSP00000267377	0	0	0	0	0.054	0.062	0.900	0.107	0.910
EDN3	NTS	1851964	1844400	9606.ENSP00000337128	9606.ENSP00000256010	0	0	0	0	0	0	0.900	0.141	0.910
RXFP2	TSHR	1847959	1847934	9606.ENSP00000298386	9606.ENSP00000298171	0	0	0	0.636	0.049	0	0.900	0.309	0.910
FGF9	FGF10	1857512	1845589	9606.ENSP00000371790	9606.ENSP00000264664	0	0	0	0.869	0	0	0.900	0.795	0.910
GABRA2	GABRA5	1853367	1851869	9606.ENSP00000348897	9606.ENSP00000335592	0	0	0	0.978	0.127	0	0.900	0.531	0.910
COL23A1	COL20A1	1857880	1853764	9606.ENSP00000375069	9606.ENSP00000351767	0	0	0	0.619	0	0	0.900	0.296	0.910
CHRNA4	CHRNA9	1855204	1849558	9606.ENSP00000359285	9606.ENSP00000312663	0	0	0	0.855	0	0	0.900	0.755	0.910
GCG	CHRM1	1859292	1848849	9606.ENSP00000387662	9606.ENSP00000306490	0	0	0	0	0	0	0.900	0.143	0.910
EDN3	UTS2R	1851964	1850551	9606.ENSP00000337128	9606.ENSP00000323516	0	0	0	0	0.056	0	0.900	0.127	0.910
CALCA	MC4R	1851388	1848101	9606.ENSP00000331746	9606.ENSP00000299766	0	0	0	0	0	0	0.900	0.137	0.910
GRM4	GAL	1856056	1845782	9606.ENSP00000363296	9606.ENSP00000265643	0	0	0	0	0.104	0	0.900	0.067	0.909
CDH10	CDH17	1845555	1842198	9606.ENSP00000264463	9606.ENSP00000027335	0	0	0	0.670	0	0	0.900	0.307	0.909
UGT2B15	CYP26A1	1852407	1842997	9606.ENSP00000341045	9606.ENSP00000224356	0.055	0	0	0	0	0	0.900	0.116	0.909
FGF10	FGF23	1845589	1843471	9606.ENSP00000264664	9606.ENSP00000237837	0	0	0	0.697	0.047	0	0.900	0.319	0.909
UGT2B11	CYP26B1	1859293	1842113	9606.ENSP00000387683	9606.ENSP00000001146	0.055	0	0	0	0	0	0.900	0.116	0.909
UGT2B10	CYP26B1	1845745	1842113	9606.ENSP00000265403	9606.ENSP00000001146	0.055	0	0	0	0	0	0.900	0.116	0.909
CDH9	CDH17	1843273	1842198	9606.ENSP00000231021	9606.ENSP00000027335	0	0	0	0.652	0	0	0.900	0.305	0.909
EPHA5	BLK	1846339	1844665	9606.ENSP00000273854	9606.ENSP00000259089	0	0	0	0.782	0.054	0.117	0.900	0	0.909
UGT2B10	CYP26A1	1845745	1842997	9606.ENSP00000265403	9606.ENSP00000224356	0.055	0	0	0	0	0	0.900	0.116	0.909
UGT1A8	CYP26A1	1855905	1842997	9606.ENSP00000362549	9606.ENSP00000224356	0.055	0	0	0	0	0	0.900	0.116	0.909
UGT2B11	CYP26A1	1859293	1842997	9606.ENSP00000387683	9606.ENSP00000224356	0.055	0	0	0	0	0	0.900	0.116	0.909
UGT2B15	CYP26B1	1852407	1842113	9606.ENSP00000341045	9606.ENSP00000001146	0.055	0	0	0	0	0	0.900	0.116	0.909
UGT2A1	CYP26B1	1859306	1842113	9606.ENSP00000387888	9606.ENSP00000001146	0.055	0	0	0	0	0	0.900	0.119	0.909
UGT1A8	AKR1C4	1855905	1845293	9606.ENSP00000362549	9606.ENSP00000263126	0	0	0	0	0	0	0.900	0.128	0.909
UGT2B15	CYP2A13	1852407	1851501	9606.ENSP00000341045	9606.ENSP00000332679	0.055	0	0	0	0.047	0	0.900	0.116	0.909
PNLIP	RBP2	1854981	1843309	9606.ENSP00000358223	9606.ENSP00000232217	0	0	0	0	0	0	0.900	0.131	0.909
CYP2A13	UGT2B10	1851501	1845745	9606.ENSP00000332679	9606.ENSP00000265403	0.055	0	0	0	0.045	0	0.900	0.116	0.909
TRH	MCHR2	1848532	1846744	9606.ENSP00000303452	9606.ENSP00000281806	0	0	0	0	0	0.066	0.900	0.110	0.909
GABRA5	GABRA1	1851869	1842192	9606.ENSP00000335592	9606.ENSP00000023897	0	0	0	0.976	0.116	0	0.900	0.576	0.909
UGT1A8	CYP26B1	1855905	1842113	9606.ENSP00000362549	9606.ENSP00000001146	0.055	0	0	0	0	0	0.900	0.116	0.909
UGT2A1	CYP26A1	1859306	1842997	9606.ENSP00000387888	9606.ENSP00000224356	0.055	0	0	0	0	0	0.900	0.116	0.909
GCG	CALCB	1859292	1853002	9606.ENSP00000387662	9606.ENSP00000346017	0	0	0	0	0	0	0.900	0.123	0.908
PKLR	ADCY8	1852273	1847008	9606.ENSP00000339933	9606.ENSP00000286355	0	0	0	0	0.043	0	0.900	0.119	0.908
MC4R	ADCY8	1848101	1847008	9606.ENSP00000299766	9606.ENSP00000286355	0	0	0	0	0.053	0	0.900	0.108	0.908
MCHR2	GAL	1846744	1845782	9606.ENSP00000281806	9606.ENSP00000265643	0	0	0	0	0	0	0.900	0.127	0.908
CALCA	APCS	1851388	1844350	9606.ENSP00000331746	9606.ENSP00000255040	0	0	0	0	0	0	0.900	0.127	0.908
CNR2	GRM4	1856124	1856056	9606.ENSP00000363596	9606.ENSP00000363296	0	0	0	0	0	0.062	0.900	0.100	0.908
GCG	BRS3	1859292	1855318	9606.ENSP00000387662	9606.ENSP00000359682	0	0	0	0	0	0	0.900	0.127	0.908
MUC6	WBSCR17	1860626	1851171	9606.ENSP00000406861	9606.ENSP00000329654	0	0	0	0	0	0	0.900	0.120	0.908
MC4R	SCTR	1848101	1842186	9606.ENSP00000299766	9606.ENSP00000019103	0	0	0	0	0.054	0	0.900	0.103	0.907
PRSS1	MMP13	1849102	1844775	9606.ENSP00000308720	9606.ENSP00000260302	0	0	0	0	0	0	0.900	0.114	0.907
VIP	NPSR1	1854549	1853905	9606.ENSP00000356213	9606.ENSP00000352839	0	0	0	0	0	0	0.900	0.110	0.907
GRM4	SSTR1	1856056	1845937	9606.ENSP00000363296	9606.ENSP00000267377	0	0	0	0	0.047	0.062	0.900	0.086	0.907
GCNT3	MUC17	1858361	1848442	9606.ENSP00000379377	9606.ENSP00000302716	0	0	0	0	0.053	0	0.900	0.098	0.907
HCRTR2	UTS2	1855363	1842225	9606.ENSP00000359899	9606.ENSP00000054668	0	0	0	0	0.110	0	0.900	0	0.907
CHRNA9	CHRNA1	1849558	1844839	9606.ENSP00000312663	9606.ENSP00000261007	0	0	0	0.861	0	0	0.900	0.546	0.907
EDN3	CHRM1	1851964	1848849	9606.ENSP00000337128	9606.ENSP00000306490	0	0	0	0	0	0	0.900	0.111	0.907
AGTR2	GAL	1855573	1845782	9606.ENSP00000360973	9606.ENSP00000265643	0	0	0	0	0	0	0.900	0.115	0.907
QRFPR	HCRTR2	1858197	1855363	9606.ENSP00000377948	9606.ENSP00000359899	0	0	0	0.751	0.053	0	0.900	0.276	0.907
NPY5R	MCHR2	1852206	1846744	9606.ENSP00000339377	9606.ENSP00000281806	0	0	0	0	0.072	0	0.900	0.082	0.907
GRM4	SSTR5	1856056	1847454	9606.ENSP00000363296	9606.ENSP00000293897	0	0	0	0	0	0.062	0.900	0.091	0.907
NPSR1	RXFP2	1853905	1847959	9606.ENSP00000352839	9606.ENSP00000298386	0	0	0	0	0.054	0.065	0.900	0.069	0.906
GRM4	GRM3	1856056	1854350	9606.ENSP00000363296	9606.ENSP00000355316	0	0	0	0.928	0	0	0.900	0.872	0.906
GIP	TSHR	1853529	1847934	9606.ENSP00000350005	9606.ENSP00000298171	0	0	0	0	0	0	0.900	0.100	0.906
GIP	GPR83	1853529	1843679	9606.ENSP00000350005	9606.ENSP00000243673	0	0	0	0	0	0	0.900	0.100	0.906
GCG	ADRA1B	1859292	1848870	9606.ENSP00000387662	9606.ENSP00000306662	0	0	0	0	0	0	0.900	0.102	0.906
SST	ADCY8	1847077	1847008	9606.ENSP00000287641	9606.ENSP00000286355	0	0	0	0	0	0	0.900	0.100	0.906
MC4R	GPR83	1848101	1843679	9606.ENSP00000299766	9606.ENSP00000243673	0	0	0	0	0.047	0	0.900	0.100	0.906
CHRM1	TRH	1848849	1848532	9606.ENSP00000306490	9606.ENSP00000303452	0	0	0	0	0	0	0.900	0.105	0.906
BRS3	MCHR2	1855318	1846744	9606.ENSP00000359682	9606.ENSP00000281806	0	0	0	0.662	0.071	0	0.900	0.145	0.906
GIP	ADCY8	1853529	1847008	9606.ENSP00000350005	9606.ENSP00000286355	0	0	0	0	0	0	0.900	0.100	0.906
GRM3	SSTR5	1854350	1847454	9606.ENSP00000355316	9606.ENSP00000293897	0	0	0	0	0.053	0.062	0.900	0.074	0.906
CHRM1	NTS	1848849	1844400	9606.ENSP00000306490	9606.ENSP00000256010	0	0	0	0	0	0	0.900	0.093	0.905
GRM4	AGTR2	1856056	1855573	9606.ENSP00000363296	9606.ENSP00000360973	0	0	0	0	0	0.062	0.900	0.074	0.905
SPTA1	SCN1A	1854747	1848547	9606.ENSP00000357130	9606.ENSP00000303540	0	0	0	0	0.050	0.052	0.900	0.070	0.905
TRH	UTS2	1848532	1842225	9606.ENSP00000303452	9606.ENSP00000054668	0	0	0	0	0	0	0.900	0.096	0.905
UGT2B11	DIO1	1859293	1854177	9606.ENSP00000387683	9606.ENSP00000354643	0	0	0	0	0.059	0	0.900	0.075	0.905
CHRNA4	CHRNA6	1855204	1846490	9606.ENSP00000359285	9606.ENSP00000276410	0	0	0	0.945	0.053	0	0.900	0.737	0.905
DIO1	UGT2B10	1854177	1845745	9606.ENSP00000354643	9606.ENSP00000265403	0	0	0	0	0.059	0	0.900	0.075	0.905
HTR1E	SSTR1	1848996	1845937	9606.ENSP00000307766	9606.ENSP00000267377	0	0	0	0.639	0.086	0	0.900	0.052	0.905
CNR2	GAL	1856124	1845782	9606.ENSP00000363596	9606.ENSP00000265643	0	0	0	0	0	0	0.900	0.096	0.905
GRM3	GAL	1854350	1845782	9606.ENSP00000355316	9606.ENSP00000265643	0	0	0	0	0.058	0	0.900	0.079	0.905
MUC5AC	B3GNT6	1862009	1862000	9606.ENSP00000435591	9606.ENSP00000435352	0	0	0	0	0	0	0.900	0.090	0.905
NTRK1	NTRK2	1861874	1846523	9606.ENSP00000431418	9606.ENSP00000277120	0	0	0	0.940	0	0	0.900	0.943	0.905
UTS2R	CHRM1	1850551	1848849	9606.ENSP00000323516	9606.ENSP00000306490	0	0	0	0	0.045	0	0.900	0.075	0.904
CNR2	SST	1856124	1847077	9606.ENSP00000363596	9606.ENSP00000287641	0	0	0	0	0	0	0.900	0.082	0.904
GNAT3	GAL	1858594	1845782	9606.ENSP00000381339	9606.ENSP00000265643	0	0	0	0	0	0	0.900	0.082	0.904
KRT77	KRT1	1852618	1844112	9606.ENSP00000342710	9606.ENSP00000252244	0	0	0	0	0.408	0.774	0	0.341	0.904
NTSR1	MCHR2	1855276	1846744	9606.ENSP00000359532	9606.ENSP00000281806	0	0	0	0.654	0	0	0.900	0.152	0.904
UGT1A8	DIO1	1855905	1854177	9606.ENSP00000362549	9606.ENSP00000354643	0	0	0	0	0.059	0	0.900	0.066	0.904
HTR1E	SST	1848996	1847077	9606.ENSP00000307766	9606.ENSP00000287641	0	0	0	0	0.046	0	0.900	0.081	0.904
CAMK2B	CALML5	1858327	1857202	9606.ENSP00000379098	9606.ENSP00000369689	0	0	0	0	0.045	0.521	0.800	0.079	0.904
AGTR2	GRM3	1855573	1854350	9606.ENSP00000360973	9606.ENSP00000355316	0	0	0	0	0	0.062	0.900	0.066	0.904
APOA2	RBP2	1854701	1843309	9606.ENSP00000356969	9606.ENSP00000232217	0	0	0	0	0	0	0.900	0.088	0.904
ADCY8	SSTR1	1847008	1845937	9606.ENSP00000286355	9606.ENSP00000267377	0	0	0	0	0.049	0	0.900	0.075	0.904
GCG	HCRTR2	1859292	1855363	9606.ENSP00000387662	9606.ENSP00000359899	0	0	0	0	0	0	0.900	0.088	0.904
CHRNA4	CHRND	1855204	1844593	9606.ENSP00000359285	9606.ENSP00000258385	0	0	0	0.857	0	0	0.900	0.310	0.904
AKR1C4	RBP2	1845293	1843309	9606.ENSP00000263126	9606.ENSP00000232217	0	0	0	0	0.053	0	0.900	0.076	0.904
AMELX	AMBN	1857273	1849652	9606.ENSP00000370088	9606.ENSP00000313809	0	0	0	0	0.054	0	0	0.903	0.904
CLDN19	CLDN8	1847719	1847039	9606.ENSP00000296387	9606.ENSP00000286809	0	0	0	0.903	0.042	0	0.900	0.482	0.904
GRM4	PTGDR2	1856056	1851524	9606.ENSP00000363296	9606.ENSP00000332812	0	0	0	0	0	0	0.900	0.082	0.904
USH2A	USH1C	1848790	1842127	9606.ENSP00000305941	9606.ENSP00000005226	0	0	0	0	0	0.376	0	0.852	0.904
CNR2	GRM3	1856124	1854350	9606.ENSP00000363596	9606.ENSP00000355316	0	0	0	0	0	0.062	0.900	0.056	0.903
CHRM1	MCHR2	1848849	1846744	9606.ENSP00000306490	9606.ENSP00000281806	0	0	0	0	0.052	0	0.900	0.067	0.903
GRM4	HTR1E	1856056	1848996	9606.ENSP00000363296	9606.ENSP00000307766	0	0	0	0	0	0.062	0.900	0.053	0.903
UGT2B11	ALDH1A2	1859293	1843974	9606.ENSP00000387683	9606.ENSP00000249750	0	0	0	0	0.054	0	0.900	0.060	0.903
UGT2B15	ALDH1A2	1852407	1843974	9606.ENSP00000341045	9606.ENSP00000249750	0	0	0	0	0.054	0	0.900	0.060	0.903
UTS2R	TRH	1850551	1848532	9606.ENSP00000323516	9606.ENSP00000303452	0	0	0	0	0	0.066	0.900	0.047	0.903
UGT1A8	ALDH1A2	1855905	1843974	9606.ENSP00000362549	9606.ENSP00000249750	0	0	0	0	0.054	0	0.900	0.060	0.903
HTR1E	SSTR5	1848996	1847454	9606.ENSP00000307766	9606.ENSP00000293897	0	0	0	0.632	0.053	0	0.900	0.094	0.903
QRFPR	TRH	1858197	1848532	9606.ENSP00000377948	9606.ENSP00000303452	0	0	0	0	0	0.066	0.900	0.051	0.903
GRM4	ADCY8	1856056	1847008	9606.ENSP00000363296	9606.ENSP00000286355	0	0	0	0	0.053	0	0.900	0.060	0.903
NPSR1	SCTR	1853905	1842186	9606.ENSP00000352839	9606.ENSP00000019103	0	0	0	0	0.054	0	0.900	0.065	0.903
CALCB	CALCA	1853002	1851388	9606.ENSP00000346017	9606.ENSP00000331746	0	0	0	0.948	0	0	0.900	0.759	0.903
LHCGR	ADCY8	1847515	1847008	9606.ENSP00000294954	9606.ENSP00000286355	0	0	0	0	0.053	0	0.900	0.060	0.903
B3GNT6	MUC6	1862000	1860626	9606.ENSP00000435352	9606.ENSP00000406861	0	0	0	0	0	0	0.900	0.076	0.903
GCG	QRFPR	1859292	1858197	9606.ENSP00000387662	9606.ENSP00000377948	0	0	0	0	0	0	0.900	0.074	0.903
QRFPR	NPSR1	1858197	1853905	9606.ENSP00000377948	9606.ENSP00000352839	0	0	0	0.650	0.053	0	0.900	0.116	0.903
GRM3	HTR1E	1854350	1848996	9606.ENSP00000355316	9606.ENSP00000307766	0	0	0	0	0.049	0.062	0.900	0.045	0.903
TSHR	ADCY8	1847934	1847008	9606.ENSP00000298171	9606.ENSP00000286355	0	0	0	0	0.053	0	0.900	0.060	0.903
PRL	APCS	1848376	1844350	9606.ENSP00000302150	9606.ENSP00000255040	0	0	0	0	0	0	0.900	0.079	0.903
ADRA1B	CHRM1	1848870	1848849	9606.ENSP00000306662	9606.ENSP00000306490	0	0	0	0.671	0	0	0.900	0.136	0.903
NTSR1	EDN3	1855276	1851964	9606.ENSP00000359532	9606.ENSP00000337128	0	0	0	0	0.043	0	0.900	0.074	0.903
CHRNA4	CHRNA1	1855204	1844839	9606.ENSP00000359285	9606.ENSP00000261007	0	0	0	0.915	0	0	0.900	0.442	0.903
TSHR	GPR83	1847934	1843679	9606.ENSP00000298171	9606.ENSP00000243673	0	0	0	0	0.054	0	0.900	0.057	0.903
TAS2R1	GRM4	1857537	1856056	9606.ENSP00000371932	9606.ENSP00000363296	0	0	0	0	0	0	0.900	0.074	0.903
GPR83	SCTR	1843679	1842186	9606.ENSP00000243673	9606.ENSP00000019103	0	0	0	0	0.050	0	0.900	0.065	0.903
UGT2A1	ALDH1A2	1859306	1843974	9606.ENSP00000387888	9606.ENSP00000249750	0	0	0	0	0.054	0	0.900	0.060	0.903
BRS3	EDN3	1855318	1851964	9606.ENSP00000359682	9606.ENSP00000337128	0	0	0	0	0	0	0.900	0.070	0.903
SSTR5	ADCY8	1847454	1847008	9606.ENSP00000293897	9606.ENSP00000286355	0	0	0	0	0.049	0	0.900	0.064	0.903
UGT2B10	ALDH1A2	1845745	1843974	9606.ENSP00000265403	9606.ENSP00000249750	0	0	0	0	0.054	0	0.900	0.060	0.903
GCG	UTS2	1859292	1842225	9606.ENSP00000387662	9606.ENSP00000054668	0	0	0	0	0	0	0.900	0.065	0.902
AGTR2	NTSR1	1855573	1855276	9606.ENSP00000360973	9606.ENSP00000359532	0	0	0	0.631	0	0	0.900	0.097	0.902
HCRTR2	ADRA1B	1855363	1848870	9606.ENSP00000359899	9606.ENSP00000306662	0	0	0	0.687	0	0	0.900	0.125	0.902
GNAT3	CCL25	1858594	1857886	9606.ENSP00000381339	9606.ENSP00000375086	0	0	0	0	0.068	0	0.900	0	0.902
NPY5R	PTGDR2	1852206	1851524	9606.ENSP00000339377	9606.ENSP00000332812	0	0	0	0	0.047	0	0.900	0.058	0.902
NPSR1	TSHR	1853905	1847934	9606.ENSP00000352839	9606.ENSP00000298171	0	0	0	0	0.054	0	0.900	0.052	0.902
COL25A1	COL2A1	1858694	1857237	9606.ENSP00000382083	9606.ENSP00000369889	0	0	0	0.667	0.045	0	0.900	0.090	0.902
NPSR1	LHCGR	1853905	1847515	9606.ENSP00000352839	9606.ENSP00000294954	0	0	0	0	0.054	0	0.900	0.051	0.902
NPSR1	UTS2	1853905	1842225	9606.ENSP00000352839	9606.ENSP00000054668	0	0	0	0	0.054	0	0.900	0.051	0.902
AGTR2	UTS2R	1855573	1850551	9606.ENSP00000360973	9606.ENSP00000323516	0	0	0	0.648	0	0	0.900	0.102	0.902
CHRNA6	CHRNA1	1846490	1844839	9606.ENSP00000276410	9606.ENSP00000261007	0	0	0	0.924	0	0	0.900	0.342	0.902
ENTPD8	ADCY8	1855498	1847008	9606.ENSP00000360561	9606.ENSP00000286355	0	0	0	0	0.046	0	0.900	0.060	0.902
BRS3	ADRA1B	1855318	1848870	9606.ENSP00000359682	9606.ENSP00000306662	0	0	0	0.643	0	0	0.900	0.102	0.902
TF	SLC18A3	1859071	1856047	9606.ENSP00000385834	9606.ENSP00000363229	0	0	0	0	0	0	0.900	0.065	0.902
MC4R	RXFP2	1848101	1847959	9606.ENSP00000299766	9606.ENSP00000298386	0	0	0	0	0.054	0	0.900	0.056	0.902
NPSR1	ADCY8	1853905	1847008	9606.ENSP00000352839	9606.ENSP00000286355	0	0	0	0	0.052	0	0.900	0.052	0.902
WNT8B	SOST	1852354	1848323	9606.ENSP00000340677	9606.ENSP00000301691	0	0	0	0	0	0	0.900	0.063	0.902
CCL25	HTR1E	1857886	1848996	9606.ENSP00000375086	9606.ENSP00000307766	0	0	0	0	0	0.064	0.900	0	0.902
COL25A1	COL20A1	1858694	1853764	9606.ENSP00000382083	9606.ENSP00000351767	0	0	0	0.622	0	0	0.900	0.103	0.902
CDH7	CDH10	1850119	1845555	9606.ENSP00000319166	9606.ENSP00000264463	0	0	0	0.969	0.055	0	0.900	0.276	0.902
UTS2R	ADRA1B	1850551	1848870	9606.ENSP00000323516	9606.ENSP00000306662	0	0	0	0.637	0.053	0	0.900	0.064	0.902
PTGDR2	PPY	1851524	1843068	9606.ENSP00000332812	9606.ENSP00000225992	0	0	0	0	0	0	0.900	0.067	0.902
BRS3	NPSR1	1855318	1853905	9606.ENSP00000359682	9606.ENSP00000352839	0	0	0	0.634	0.053	0	0.900	0.081	0.902
EDN3	UTS2	1851964	1842225	9606.ENSP00000337128	9606.ENSP00000054668	0	0	0	0	0	0	0.900	0.065	0.902
CHRNA9	CHRNA6	1849558	1846490	9606.ENSP00000312663	9606.ENSP00000276410	0	0	0	0.897	0	0	0.900	0.315	0.902
CNR2	NPY5R	1856124	1852206	9606.ENSP00000363596	9606.ENSP00000339377	0	0	0	0	0	0	0.900	0.061	0.902
TDGF1	BLK	1847689	1844665	9606.ENSP00000296145	9606.ENSP00000259089	0	0	0	0	0.046	0.062	0.900	0	0.902
NPY5R	ADCY8	1852206	1847008	9606.ENSP00000339377	9606.ENSP00000286355	0	0	0	0	0	0	0.900	0.066	0.902
NPSR1	TRH	1853905	1848532	9606.ENSP00000352839	9606.ENSP00000303452	0	0	0	0	0	0.066	0.900	0	0.902
LHCGR	GPR83	1847515	1843679	9606.ENSP00000294954	9606.ENSP00000243673	0	0	0	0	0.054	0	0.900	0.051	0.902
CCL25	SSTR1	1857886	1845937	9606.ENSP00000375086	9606.ENSP00000267377	0	0	0	0	0	0.064	0.900	0	0.902
CCL25	MCHR2	1857886	1846744	9606.ENSP00000375086	9606.ENSP00000281806	0	0	0	0	0	0.064	0.900	0	0.902
TF	TTR	1859071	1843448	9606.ENSP00000385834	9606.ENSP00000237014	0	0	0	0	0.142	0.046	0	0.889	0.902
CCL25	NPY5R	1857886	1852206	9606.ENSP00000375086	9606.ENSP00000339377	0	0	0	0	0	0.064	0.900	0	0.902
CCL25	SSTR5	1857886	1847454	9606.ENSP00000375086	9606.ENSP00000293897	0	0	0	0	0	0.064	0.900	0	0.902
MCHR2	SSTR1	1846744	1845937	9606.ENSP00000281806	9606.ENSP00000267377	0	0	0	0.795	0.054	0	0.900	0.090	0.902
NPSR1	NTS	1853905	1844400	9606.ENSP00000352839	9606.ENSP00000256010	0	0	0	0	0	0	0.900	0.063	0.902
HCRTR2	TRH	1855363	1848532	9606.ENSP00000359899	9606.ENSP00000303452	0	0	0	0	0	0.066	0.900	0	0.902
CCL25	AGTR2	1857886	1855573	9606.ENSP00000375086	9606.ENSP00000360973	0	0	0	0	0	0.064	0.900	0	0.902
AGTR2	NPSR1	1855573	1853905	9606.ENSP00000360973	9606.ENSP00000352839	0	0	0	0.644	0	0	0.900	0.103	0.902
CCL25	CNR2	1857886	1856124	9606.ENSP00000375086	9606.ENSP00000363596	0	0	0	0	0	0.064	0.900	0	0.902
